Duration Used (days),Total Usage (minutes),Reason for Quitting,Cost Offered (rupees),Accepted Offer
321,15623,Expensive,600,TRUE
201,12210,Not Useful,600,TRUE
244,14369,Expensive,500,TRUE
104,8372,Expensive,500,TRUE
111,6478,Expensive,800,TRUE
159,13196,Not Useful,800,TRUE
128,11867,Not Useful,500,TRUE
313,18124,Unhappy,500,TRUE
277,16976,Not Useful,800,TRUE
185,14724,Not Useful,700,TRUE
334,24500,Unhappy,900,FALSE
75,5326,Unhappy,800,TRUE
365,18196,Others,900,FALSE
319,22843,Unhappy,600,TRUE
176,15068,Not Useful,500,TRUE
173,8476,Expensive,900,FALSE
319,27836,Others,500,FALSE
77,6428,Expensive,900,FALSE
3,191,Not Useful,500,TRUE
71,6324,Expensive,700,FALSE
321,14740,Expensive,700,FALSE
328,27208,Expensive,700,TRUE
274,26350,Expensive,700,FALSE
66,4048,Unhappy,500,TRUE
189,17213,Others,600,TRUE
200,9513,Others,600,TRUE
152,12766,Unhappy,800,TRUE
12,731,Unhappy,600,TRUE
110,2783,Others,600,TRUE
219,17672,Not Useful,600,TRUE
157,9827,Expensive,700,FALSE
267,18117,Expensive,800,TRUE
234,17993,Not Useful,700,TRUE
93,3472,Not Useful,500,TRUE
77,2378,Expensive,600,TRUE
71,2380,Others,600,TRUE
99,7602,Expensive,600,TRUE
150,12019,Unhappy,700,TRUE
101,2502,Expensive,900,FALSE
129,10724,Unhappy,900,TRUE
18,1707,Expensive,900,FALSE
224,17683,Unhappy,800,TRUE
3,60,Not Useful,500,TRUE
177,16417,Unhappy,600,FALSE
58,3534,Unhappy,800,TRUE
262,12647,Expensive,700,TRUE
336,11512,Unhappy,600,TRUE
47,4242,Not Useful,900,FALSE
331,23666,Expensive,500,TRUE
339,13778,Unhappy,600,TRUE
352,21387,Expensive,600,TRUE
184,5541,Expensive,600,TRUE
216,5775,Not Useful,600,TRUE
306,28750,Not Useful,800,FALSE
214,9472,Others,600,TRUE
51,1831,Unhappy,800,FALSE
290,27429,Expensive,900,TRUE
29,1572,Unhappy,600,TRUE
329,16891,Unhappy,500,FALSE
98,8495,Expensive,800,FALSE
211,14788,Unhappy,800,TRUE
90,4157,Unhappy,900,FALSE
301,14318,Others,500,TRUE
340,8414,Not Useful,500,TRUE
295,17479,Unhappy,600,FALSE
348,14684,Expensive,600,TRUE
280,12197,Expensive,700,FALSE
91,5971,Expensive,700,FALSE
92,3095,Expensive,900,TRUE
252,13656,Unhappy,700,FALSE
206,8678,Unhappy,900,TRUE
300,12193,Not Useful,800,FALSE
83,4471,Unhappy,600,TRUE
285,11444,Expensive,800,FALSE
68,2259,Expensive,900,FALSE
132,10083,Expensive,800,FALSE
290,28558,Unhappy,600,TRUE
217,6623,Expensive,800,TRUE
237,8269,Unhappy,500,TRUE
208,9976,Unhappy,700,TRUE
339,30467,Expensive,500,TRUE
56,3694,Unhappy,900,FALSE
151,7291,Unhappy,700,FALSE
338,13052,Not Useful,900,TRUE
77,4189,Unhappy,700,TRUE
112,4662,Expensive,700,TRUE
359,32107,Not Useful,700,FALSE
106,6555,Others,900,FALSE
142,3421,Expensive,800,TRUE
172,9517,Unhappy,800,TRUE
234,12981,Unhappy,500,TRUE
47,4514,Unhappy,600,FALSE
121,3778,Unhappy,500,TRUE
270,22679,Not Useful,500,TRUE
131,9926,Others,800,FALSE
361,25940,Expensive,500,TRUE
218,20865,Not Useful,900,FALSE
133,13147,Others,700,TRUE
324,26679,Expensive,600,TRUE
78,6842,Unhappy,800,FALSE
132,5070,Unhappy,800,FALSE
173,13930,Unhappy,900,FALSE
360,32275,Expensive,500,TRUE
236,7321,Unhappy,800,TRUE
359,32718,Others,500,FALSE
44,2168,Expensive,800,TRUE
322,20399,Not Useful,700,TRUE
234,10803,Expensive,500,TRUE
178,3812,Expensive,700,TRUE
229,9869,Not Useful,900,FALSE
211,18578,Not Useful,700,TRUE
32,2871,Others,800,TRUE
275,12007,Not Useful,600,TRUE
133,3084,Others,800,TRUE
98,2386,Expensive,700,TRUE
129,5080,Others,700,TRUE
121,11090,Unhappy,600,TRUE
117,10752,Expensive,500,TRUE
230,13907,Expensive,700,TRUE
196,9883,Unhappy,700,FALSE
220,9021,Expensive,600,TRUE
14,410,Others,800,TRUE
211,18536,Expensive,900,TRUE
187,17462,Expensive,700,TRUE
238,22074,Not Useful,700,FALSE
227,16447,Expensive,600,TRUE
261,25321,Expensive,900,FALSE
360,11297,Not Useful,500,TRUE
323,20331,Expensive,700,TRUE
263,15365,Others,700,TRUE
146,10133,Expensive,700,TRUE
206,9249,Unhappy,600,TRUE
365,19939,Unhappy,600,TRUE
87,8445,Unhappy,500,TRUE
229,15073,Not Useful,700,TRUE
57,5383,Unhappy,800,TRUE
55,1249,Expensive,600,TRUE
61,3555,Expensive,500,TRUE
20,1049,Not Useful,700,TRUE
31,2750,Unhappy,900,FALSE
20,1536,Expensive,900,FALSE
175,15936,Others,800,TRUE
338,18911,Expensive,800,TRUE
128,11170,Expensive,700,TRUE
21,473,Expensive,700,FALSE
106,3664,Others,600,TRUE
31,2347,Not Useful,900,FALSE
187,8574,Not Useful,600,TRUE
146,8649,Not Useful,900,FALSE
234,17812,Expensive,500,TRUE
172,14125,Expensive,700,TRUE
317,18787,Expensive,600,TRUE
176,13477,Expensive,900,FALSE
219,6772,Expensive,700,TRUE
329,14870,Unhappy,900,FALSE
56,2490,Expensive,800,TRUE
349,17267,Expensive,900,FALSE
207,10421,Not Useful,700,TRUE
333,29536,Expensive,700,FALSE
285,8049,Expensive,700,TRUE
236,6964,Unhappy,500,TRUE
331,23829,Not Useful,900,FALSE
263,22467,Unhappy,800,FALSE
174,4214,Unhappy,800,TRUE
364,22276,Unhappy,600,TRUE
275,14385,Expensive,800,TRUE
148,13950,Others,800,TRUE
289,20157,Unhappy,600,FALSE
52,1419,Others,800,FALSE
267,21892,Unhappy,900,FALSE
76,4291,Others,800,TRUE
191,10466,Unhappy,500,TRUE
122,8931,Expensive,500,TRUE
253,17511,Expensive,500,TRUE
116,2807,Not Useful,600,FALSE
316,16263,Unhappy,600,TRUE
66,2795,Unhappy,800,FALSE
115,3654,Unhappy,900,TRUE
105,6619,Expensive,500,TRUE
166,6147,Unhappy,700,FALSE
199,17055,Expensive,800,TRUE
185,18005,Expensive,700,FALSE
278,15852,Unhappy,700,FALSE
251,23407,Expensive,700,FALSE
318,18890,Not Useful,800,FALSE
283,26175,Expensive,800,TRUE
136,4046,Expensive,500,TRUE
116,8575,Not Useful,800,FALSE
33,1964,Not Useful,800,TRUE
134,4011,Expensive,500,TRUE
164,9580,Unhappy,800,TRUE
160,4711,Unhappy,500,FALSE
350,12886,Expensive,700,FALSE
255,16814,Others,600,TRUE
316,16585,Unhappy,600,TRUE
357,26196,Expensive,700,TRUE
12,338,Unhappy,800,FALSE
349,21424,Expensive,900,FALSE
128,5010,Expensive,700,TRUE
161,9071,Others,900,FALSE
263,22675,Expensive,700,FALSE
38,1090,Unhappy,900,FALSE
100,7263,Others,600,FALSE
308,20677,Expensive,800,TRUE
346,28483,Expensive,600,FALSE
300,10518,Others,800,TRUE
223,10209,Unhappy,800,FALSE
300,20451,Unhappy,800,TRUE
86,4167,Not Useful,800,TRUE
95,9358,Others,600,TRUE
292,6825,Others,600,TRUE
269,20131,Expensive,600,TRUE
129,8446,Expensive,800,FALSE
258,13345,Not Useful,900,TRUE
30,2719,Others,900,FALSE
265,17517,Unhappy,500,FALSE
224,6672,Expensive,800,TRUE
318,27485,Expensive,800,TRUE
84,5939,Expensive,800,TRUE
291,19460,Expensive,700,FALSE
40,3092,Unhappy,900,TRUE
163,11809,Expensive,600,TRUE
205,11089,Expensive,600,TRUE
362,11681,Unhappy,600,TRUE
279,15472,Not Useful,900,TRUE
55,5478,Not Useful,600,TRUE
95,7540,Others,600,TRUE
242,19131,Expensive,800,FALSE
47,2731,Others,500,TRUE
319,21508,Unhappy,800,TRUE
160,3259,Not Useful,700,TRUE
119,6613,Expensive,600,TRUE
217,17524,Not Useful,600,TRUE
163,14928,Expensive,600,TRUE
9,229,Expensive,600,FALSE
137,11489,Expensive,800,TRUE
199,7202,Unhappy,800,TRUE
132,6172,Expensive,600,TRUE
279,23503,Unhappy,800,TRUE
226,12991,Expensive,500,TRUE
47,3374,Unhappy,900,TRUE
194,18600,Expensive,500,FALSE
4,265,Unhappy,500,TRUE
185,8425,Expensive,600,TRUE
340,33421,Expensive,900,TRUE
298,20735,Unhappy,700,TRUE
177,6248,Others,500,TRUE
312,14584,Not Useful,800,TRUE
341,26614,Expensive,500,TRUE
277,11736,Unhappy,600,TRUE
131,8100,Unhappy,600,TRUE
21,1828,Others,900,FALSE
4,391,Not Useful,500,TRUE
299,15858,Not Useful,500,FALSE
156,3293,Unhappy,800,TRUE
259,19894,Not Useful,800,TRUE
130,3423,Not Useful,700,TRUE
29,1916,Others,600,TRUE
98,4964,Not Useful,800,TRUE
345,19843,Unhappy,600,TRUE
227,12088,Expensive,800,FALSE
115,6370,Not Useful,800,TRUE
113,2608,Not Useful,800,FALSE
162,11821,Expensive,600,TRUE
245,22498,Not Useful,800,TRUE
296,6902,Unhappy,500,TRUE
248,9718,Expensive,700,FALSE
90,8168,Expensive,900,FALSE
222,9796,Unhappy,800,TRUE
36,939,Unhappy,700,FALSE
350,10703,Unhappy,500,TRUE
237,13673,Unhappy,500,FALSE
255,5949,Unhappy,500,TRUE
229,6638,Expensive,900,TRUE
79,4295,Expensive,500,FALSE
196,5063,Others,700,TRUE
9,236,Others,800,TRUE
315,13066,Not Useful,600,TRUE
16,1001,Not Useful,700,TRUE
59,5766,Others,700,TRUE
117,10957,Not Useful,500,TRUE
107,8902,Not Useful,700,FALSE
225,5852,Not Useful,500,FALSE
65,3668,Expensive,500,TRUE
302,28538,Expensive,600,FALSE
130,9484,Expensive,700,TRUE
160,12191,Expensive,900,TRUE
100,4226,Expensive,500,FALSE
111,2938,Expensive,500,TRUE
81,2134,Not Useful,700,TRUE
364,32295,Unhappy,800,TRUE
335,29639,Others,700,FALSE
166,5454,Unhappy,500,FALSE
111,5927,Unhappy,600,TRUE
361,7567,Unhappy,600,TRUE
37,968,Unhappy,600,TRUE
340,22931,Not Useful,700,TRUE
69,3867,Expensive,900,FALSE
265,5715,Expensive,800,TRUE
201,17276,Expensive,800,FALSE
351,21121,Expensive,500,TRUE
240,16414,Others,800,FALSE
140,8484,Expensive,600,FALSE
206,14679,Others,800,FALSE
54,3613,Unhappy,600,FALSE
196,14022,Unhappy,900,FALSE
283,7272,Expensive,900,TRUE
256,25110,Expensive,800,TRUE
56,1127,Not Useful,800,TRUE
146,14366,Unhappy,900,FALSE
18,910,Not Useful,600,TRUE
3,146,Expensive,800,TRUE
151,6356,Not Useful,600,TRUE
240,18647,Unhappy,900,TRUE
302,20825,Not Useful,600,TRUE
311,28369,Unhappy,500,TRUE
26,2039,Unhappy,800,TRUE
201,15736,Not Useful,600,TRUE
81,4287,Unhappy,900,TRUE
243,10569,Expensive,900,TRUE
333,21955,Expensive,500,TRUE
295,26946,Expensive,600,FALSE
138,12840,Expensive,700,TRUE
180,3713,Expensive,600,TRUE
37,3120,Expensive,700,FALSE
116,3316,Expensive,900,FALSE
228,5645,Expensive,700,FALSE
167,12236,Not Useful,700,TRUE
181,16374,Not Useful,500,TRUE
228,12549,Unhappy,800,TRUE
321,14161,Expensive,500,TRUE
56,1173,Expensive,600,TRUE
58,2747,Expensive,900,FALSE
61,5325,Expensive,700,TRUE
82,4649,Expensive,600,TRUE
302,14953,Unhappy,500,FALSE
135,4600,Unhappy,800,TRUE
7,371,Unhappy,900,FALSE
243,19066,Expensive,900,FALSE
172,11276,Expensive,800,FALSE
33,1255,Expensive,500,TRUE
105,6758,Expensive,500,FALSE
210,9607,Not Useful,800,FALSE
242,15769,Others,700,TRUE
175,17163,Not Useful,900,FALSE
170,13115,Unhappy,800,FALSE
219,16476,Expensive,900,TRUE
221,19666,Unhappy,700,FALSE
31,1549,Not Useful,800,TRUE
123,11304,Not Useful,600,FALSE
73,4598,Expensive,500,TRUE
334,24712,Not Useful,900,FALSE
301,27907,Expensive,500,TRUE
75,4418,Not Useful,500,TRUE
139,13360,Not Useful,600,FALSE
258,12376,Others,900,FALSE
292,20677,Unhappy,600,FALSE
12,964,Expensive,500,TRUE
83,7509,Unhappy,800,TRUE
142,3048,Expensive,900,FALSE
199,7026,Expensive,700,TRUE
111,6594,Unhappy,500,TRUE
144,6878,Others,800,TRUE
240,14220,Unhappy,600,TRUE
108,10113,Unhappy,900,FALSE
326,18756,Unhappy,900,FALSE
309,19473,Unhappy,800,FALSE
221,9243,Expensive,600,TRUE
28,566,Not Useful,800,FALSE
126,10610,Expensive,600,TRUE
188,16816,Unhappy,800,FALSE
243,18366,Unhappy,800,TRUE
215,13883,Unhappy,800,TRUE
186,12838,Unhappy,600,TRUE
192,6952,Unhappy,600,FALSE
26,2213,Unhappy,600,TRUE
116,6274,Expensive,500,TRUE
237,22223,Expensive,600,TRUE
312,15273,Unhappy,700,TRUE
328,13911,Not Useful,500,TRUE
36,2218,Not Useful,600,TRUE
101,9789,Not Useful,500,TRUE
325,23652,Others,800,FALSE
101,2076,Unhappy,800,TRUE
345,30406,Not Useful,700,FALSE
197,17551,Not Useful,900,FALSE
255,16706,Unhappy,900,TRUE
278,17574,Unhappy,500,TRUE
212,13401,Unhappy,600,TRUE
197,11185,Expensive,500,TRUE
74,4933,Unhappy,700,TRUE
188,17486,Unhappy,800,TRUE
272,10961,Expensive,900,FALSE
326,29813,Expensive,500,TRUE
33,2808,Not Useful,600,TRUE
359,25405,Unhappy,500,TRUE
115,8001,Not Useful,700,TRUE
238,14639,Expensive,900,FALSE
104,8856,Others,800,FALSE
229,14965,Not Useful,600,TRUE
156,3924,Unhappy,700,FALSE
302,18870,Expensive,500,TRUE
289,21541,Expensive,800,TRUE
194,15036,Unhappy,600,TRUE
281,5916,Not Useful,700,FALSE
167,12835,Unhappy,700,FALSE
338,22170,Not Useful,900,TRUE
203,4316,Unhappy,600,TRUE
172,10577,Unhappy,500,TRUE
28,1475,Expensive,900,TRUE
55,2475,Unhappy,900,TRUE
353,9843,Others,900,FALSE
236,16518,Not Useful,700,TRUE
233,20480,Others,700,TRUE
143,9191,Others,700,TRUE
325,18710,Not Useful,800,FALSE
41,2956,Expensive,800,FALSE
271,22846,Expensive,500,FALSE
118,8352,Not Useful,500,FALSE
211,20290,Expensive,700,TRUE
341,9099,Not Useful,600,TRUE
327,31087,Unhappy,900,FALSE
234,16026,Unhappy,500,TRUE
205,13982,Expensive,700,TRUE
42,1541,Expensive,900,FALSE
193,12202,Not Useful,800,TRUE
166,10776,Others,900,FALSE
304,8350,Expensive,700,TRUE
163,11440,Not Useful,500,TRUE
308,27449,Not Useful,800,TRUE
68,1720,Others,600,TRUE
308,17419,Expensive,900,TRUE
178,17147,Unhappy,700,TRUE
21,1084,Unhappy,800,TRUE
83,4157,Unhappy,700,TRUE
325,24318,Expensive,800,FALSE
167,12836,Expensive,700,TRUE
116,7335,Expensive,600,TRUE
365,33350,Unhappy,700,FALSE
220,14852,Unhappy,500,TRUE
3,131,Expensive,600,TRUE
69,2042,Unhappy,700,FALSE
315,10977,Expensive,700,TRUE
92,3548,Unhappy,800,FALSE
348,10232,Not Useful,500,TRUE
256,12313,Expensive,600,FALSE
308,11496,Expensive,600,TRUE
174,13988,Expensive,500,FALSE
144,10146,Unhappy,900,FALSE
42,3254,Unhappy,900,FALSE
292,25605,Unhappy,600,TRUE
349,23045,Not Useful,600,TRUE
74,6295,Expensive,600,TRUE
60,1519,Expensive,900,TRUE
279,20649,Expensive,900,FALSE
108,3550,Not Useful,800,TRUE
262,11472,Expensive,900,TRUE
269,17832,Others,700,TRUE
38,1744,Unhappy,600,FALSE
261,18685,Expensive,900,TRUE
124,6310,Not Useful,800,FALSE
63,1697,Expensive,900,TRUE
321,21279,Others,500,TRUE
122,8345,Unhappy,600,TRUE
127,10705,Expensive,800,FALSE
290,16742,Expensive,500,FALSE
222,19247,Expensive,800,TRUE
324,13250,Expensive,500,TRUE
160,14271,Not Useful,900,TRUE
179,11509,Not Useful,500,TRUE
47,3935,Not Useful,600,TRUE
18,1333,Others,600,TRUE
20,1653,Others,600,TRUE
111,6485,Not Useful,900,TRUE
57,4977,Not Useful,600,TRUE
361,29351,Others,900,TRUE
184,10646,Expensive,700,FALSE
201,15442,Not Useful,600,TRUE
201,8496,Not Useful,600,TRUE
109,9236,Others,600,TRUE
270,17433,Expensive,900,FALSE
274,12836,Unhappy,700,TRUE
235,11486,Unhappy,800,TRUE
140,13604,Expensive,800,TRUE
303,16334,Expensive,500,TRUE
182,17682,Expensive,600,TRUE
209,14221,Expensive,600,TRUE
324,15478,Not Useful,600,TRUE
29,637,Unhappy,700,FALSE
103,7115,Unhappy,600,TRUE
62,3553,Unhappy,700,FALSE
247,24430,Unhappy,800,TRUE
343,30655,Expensive,500,TRUE
205,8454,Not Useful,900,FALSE
218,9153,Not Useful,800,FALSE
109,9009,Unhappy,700,TRUE
109,7404,Expensive,500,FALSE
56,4488,Unhappy,900,FALSE
274,14370,Expensive,800,TRUE
160,13363,Expensive,500,TRUE
360,32705,Unhappy,800,TRUE
178,13597,Not Useful,900,FALSE
272,16000,Not Useful,700,TRUE
315,22235,Expensive,800,FALSE
82,3029,Not Useful,900,TRUE
165,6800,Others,500,TRUE
253,5769,Not Useful,900,FALSE
317,8402,Others,900,TRUE
337,7269,Expensive,900,FALSE
298,8309,Unhappy,900,TRUE
101,8693,Not Useful,800,TRUE
163,4978,Others,900,FALSE
215,7658,Expensive,900,TRUE
197,4540,Expensive,500,TRUE
305,9344,Expensive,900,TRUE
182,16450,Expensive,700,TRUE
272,25776,Expensive,800,FALSE
44,2343,Expensive,900,FALSE
198,11084,Others,900,FALSE
18,386,Expensive,700,TRUE
248,9142,Not Useful,900,FALSE
257,17213,Expensive,500,TRUE
185,3940,Others,600,TRUE
86,3758,Unhappy,700,FALSE
117,6830,Unhappy,900,TRUE
229,15202,Others,800,TRUE
169,15938,Unhappy,600,TRUE
334,32705,Expensive,600,TRUE
90,4411,Expensive,700,TRUE
231,11253,Not Useful,800,FALSE
319,27649,Expensive,800,TRUE
256,14897,Unhappy,700,FALSE
243,13599,Not Useful,900,FALSE
91,7390,Others,900,TRUE
221,4771,Expensive,900,FALSE
119,3678,Unhappy,900,FALSE
122,3554,Unhappy,500,TRUE
327,14277,Others,700,TRUE
119,8883,Expensive,600,FALSE
177,7038,Unhappy,800,TRUE
362,31954,Others,700,TRUE
229,4829,Unhappy,700,FALSE
30,1224,Others,800,FALSE
243,13857,Not Useful,900,FALSE
315,6507,Expensive,700,TRUE
32,1728,Not Useful,800,FALSE
285,14001,Not Useful,500,TRUE
195,10963,Expensive,500,TRUE
6,441,Not Useful,800,FALSE
171,6484,Unhappy,700,FALSE
202,8394,Unhappy,600,FALSE
297,24688,Expensive,500,TRUE
251,20386,Unhappy,800,TRUE
263,9399,Unhappy,700,TRUE
27,1685,Expensive,700,FALSE
172,5126,Not Useful,600,FALSE
149,3816,Not Useful,600,TRUE
275,19274,Expensive,900,FALSE
174,7866,Expensive,600,TRUE
334,23557,Expensive,600,TRUE
132,9506,Not Useful,900,TRUE
346,10572,Expensive,700,TRUE
219,13124,Unhappy,900,TRUE
150,9062,Not Useful,600,TRUE
137,3394,Unhappy,900,TRUE
360,14858,Not Useful,800,FALSE
264,8790,Unhappy,700,TRUE
38,1512,Unhappy,700,FALSE
248,19059,Others,900,TRUE
222,15958,Expensive,900,TRUE
357,31177,Expensive,800,TRUE
326,13777,Expensive,800,FALSE
353,27017,Not Useful,700,FALSE
83,4429,Expensive,500,TRUE
271,16432,Expensive,500,TRUE
6,126,Expensive,700,TRUE
152,9271,Expensive,600,TRUE
96,6216,Expensive,600,FALSE
224,17322,Expensive,600,TRUE
197,12957,Not Useful,700,TRUE
256,12638,Not Useful,700,TRUE
266,23327,Expensive,700,TRUE
204,14916,Not Useful,700,FALSE
304,24946,Expensive,600,TRUE
137,5127,Unhappy,900,FALSE
254,19113,Expensive,800,FALSE
349,18078,Not Useful,500,FALSE
158,9467,Unhappy,500,FALSE
282,14440,Not Useful,500,TRUE
293,8140,Unhappy,600,TRUE
138,10076,Expensive,600,TRUE
266,13071,Expensive,600,FALSE
344,9294,Expensive,900,TRUE
263,26099,Expensive,900,TRUE
53,3802,Unhappy,900,TRUE
180,3794,Unhappy,700,TRUE
223,15978,Expensive,900,TRUE
330,17364,Expensive,900,FALSE
239,23631,Unhappy,600,FALSE
131,10873,Unhappy,700,FALSE
112,4593,Expensive,900,TRUE
75,7256,Unhappy,700,FALSE
338,26981,Others,500,TRUE
55,3934,Expensive,900,FALSE
308,9623,Expensive,700,FALSE
146,11059,Expensive,900,FALSE
30,1251,Unhappy,700,FALSE
165,6411,Expensive,700,FALSE
4,298,Expensive,900,TRUE
365,21372,Not Useful,800,TRUE
15,1367,Others,500,TRUE
14,1345,Not Useful,500,TRUE
72,6001,Expensive,700,TRUE
329,30461,Unhappy,600,TRUE
200,15292,Unhappy,600,FALSE
31,2304,Not Useful,900,FALSE
3,84,Expensive,500,FALSE
175,4430,Unhappy,500,TRUE
354,9329,Unhappy,700,TRUE
50,1951,Not Useful,900,FALSE
322,21978,Expensive,500,TRUE
88,2032,Not Useful,800,TRUE
190,5419,Others,800,TRUE
175,12309,Expensive,600,TRUE
51,4772,Others,700,TRUE
268,22187,Expensive,900,TRUE
98,7503,Not Useful,900,FALSE
323,26536,Expensive,800,FALSE
335,14553,Expensive,700,TRUE
203,6224,Expensive,700,TRUE
287,24240,Unhappy,700,TRUE
221,21546,Others,700,FALSE
38,906,Not Useful,700,FALSE
289,7026,Expensive,900,FALSE
184,16776,Unhappy,700,FALSE
268,16321,Not Useful,800,TRUE
103,5338,Expensive,700,TRUE
188,13582,Not Useful,600,FALSE
106,3114,Not Useful,700,TRUE
299,18988,Not Useful,900,FALSE
323,32154,Not Useful,700,FALSE
3,263,Expensive,500,TRUE
44,1997,Expensive,800,TRUE
129,8388,Expensive,800,TRUE
93,2707,Not Useful,700,FALSE
349,31922,Unhappy,900,FALSE
319,23903,Others,700,FALSE
360,22622,Expensive,700,TRUE
97,7055,Not Useful,700,TRUE
54,4281,Not Useful,500,TRUE
322,31029,Others,500,TRUE
85,4141,Not Useful,700,TRUE
154,5090,Not Useful,900,FALSE
78,6215,Not Useful,800,TRUE
293,9121,Unhappy,500,TRUE
360,13899,Others,900,FALSE
10,201,Unhappy,600,TRUE
23,1368,Expensive,900,TRUE
88,4966,Unhappy,800,FALSE
98,7575,Expensive,800,TRUE
10,958,Unhappy,900,TRUE
96,6493,Unhappy,600,TRUE
136,9593,Unhappy,800,TRUE
345,21062,Expensive,600,TRUE
43,1869,Expensive,700,TRUE
344,29665,Unhappy,500,TRUE
288,18984,Not Useful,900,TRUE
42,1152,Others,500,TRUE
257,24824,Expensive,900,FALSE
355,23722,Expensive,800,TRUE
325,20195,Expensive,600,TRUE
108,3828,Expensive,900,TRUE
329,14183,Unhappy,900,FALSE
208,11176,Expensive,700,FALSE
131,12745,Unhappy,900,TRUE
325,30224,Expensive,600,TRUE
66,3565,Unhappy,500,TRUE
140,8818,Unhappy,900,TRUE
250,21329,Unhappy,700,TRUE
174,7754,Expensive,500,FALSE
139,5969,Expensive,500,TRUE
60,4052,Expensive,500,FALSE
303,22075,Not Useful,500,TRUE
154,7647,Expensive,500,TRUE
50,3446,Not Useful,800,FALSE
77,5313,Expensive,700,TRUE
44,3820,Others,700,TRUE
248,8155,Others,800,FALSE
197,18265,Not Useful,900,FALSE
191,10298,Expensive,600,TRUE
150,12739,Expensive,600,TRUE
285,15789,Unhappy,700,TRUE
303,13226,Expensive,900,FALSE
360,19284,Not Useful,800,TRUE
315,11390,Expensive,600,TRUE
205,18700,Unhappy,800,FALSE
274,18133,Unhappy,500,TRUE
362,21649,Unhappy,900,FALSE
102,7907,Unhappy,800,TRUE
183,15826,Expensive,700,TRUE
116,10910,Unhappy,700,TRUE
241,22044,Not Useful,500,TRUE
3,187,Unhappy,800,TRUE
157,14939,Expensive,600,TRUE
212,10090,Unhappy,700,FALSE
233,11490,Not Useful,500,TRUE
83,3922,Unhappy,700,FALSE
7,166,Others,800,TRUE
40,2429,Expensive,700,TRUE
286,17312,Expensive,600,TRUE
110,9442,Expensive,900,TRUE
31,1922,Not Useful,800,TRUE
53,1448,Unhappy,500,TRUE
41,1592,Expensive,600,TRUE
325,6842,Expensive,900,FALSE
208,10694,Expensive,600,TRUE
279,23979,Unhappy,900,TRUE
325,27737,Unhappy,900,FALSE
343,23372,Others,500,TRUE
326,15451,Not Useful,600,FALSE
343,34080,Expensive,700,TRUE
278,8079,Unhappy,500,TRUE
129,12699,Expensive,900,FALSE
314,31370,Unhappy,500,TRUE
324,27827,Not Useful,800,FALSE
114,4493,Expensive,700,TRUE
239,13165,Unhappy,700,FALSE
275,8860,Others,800,FALSE
209,15783,Others,500,TRUE
69,2802,Unhappy,800,TRUE
358,31387,Unhappy,700,TRUE
151,7049,Expensive,900,TRUE
247,7752,Expensive,500,FALSE
136,7294,Not Useful,600,FALSE
28,2018,Unhappy,800,TRUE
154,12390,Unhappy,900,TRUE
78,7142,Unhappy,800,FALSE
68,1654,Expensive,900,TRUE
309,17731,Unhappy,500,TRUE
334,10266,Not Useful,700,FALSE
73,5551,Expensive,700,FALSE
63,1269,Unhappy,900,TRUE
363,25211,Expensive,500,TRUE
244,23239,Others,500,TRUE
82,6203,Unhappy,700,TRUE
99,4671,Unhappy,600,FALSE
91,2159,Unhappy,800,TRUE
63,3541,Expensive,600,TRUE
230,17966,Expensive,500,TRUE
195,11978,Unhappy,500,TRUE
257,6398,Unhappy,500,FALSE
40,2807,Unhappy,900,FALSE
248,11162,Not Useful,900,FALSE
104,9072,Unhappy,500,TRUE
138,7554,Others,800,TRUE
17,1153,Unhappy,600,TRUE
114,8276,Expensive,600,TRUE
324,21397,Unhappy,700,FALSE
93,4284,Expensive,900,FALSE
125,3686,Not Useful,900,FALSE
40,3230,Others,500,TRUE
146,11558,Others,700,TRUE
200,18550,Expensive,600,TRUE
137,6344,Expensive,900,FALSE
109,10602,Others,700,FALSE
116,8606,Unhappy,500,TRUE
118,11419,Unhappy,700,FALSE
29,1614,Unhappy,800,TRUE
111,3135,Not Useful,800,FALSE
60,1916,Unhappy,600,TRUE
359,27589,Expensive,800,TRUE
126,3379,Expensive,900,FALSE
74,6113,Expensive,800,TRUE
94,7876,Expensive,800,TRUE
348,27564,Expensive,500,FALSE
164,11005,Others,700,TRUE
332,28981,Not Useful,500,TRUE
19,1286,Unhappy,800,TRUE
301,27988,Expensive,500,TRUE
287,11094,Unhappy,800,FALSE
182,16520,Expensive,500,FALSE
210,9453,Unhappy,800,TRUE
197,8432,Not Useful,500,FALSE
81,7748,Unhappy,600,TRUE
119,3748,Expensive,900,FALSE
27,1732,Unhappy,900,TRUE
339,20265,Expensive,900,FALSE
289,12553,Unhappy,600,FALSE
301,14976,Unhappy,800,TRUE
147,6513,Others,700,FALSE
255,18799,Expensive,800,TRUE
208,18006,Expensive,800,TRUE
139,8498,Unhappy,600,TRUE
161,7952,Others,900,TRUE
181,4297,Expensive,500,FALSE
75,1663,Not Useful,500,FALSE
196,12581,Expensive,900,FALSE
301,6118,Not Useful,700,TRUE
359,28572,Not Useful,800,TRUE
121,3832,Expensive,600,TRUE
107,4544,Unhappy,500,TRUE
140,7213,Expensive,600,TRUE
1,72,Expensive,900,FALSE
66,1635,Others,700,TRUE
289,12017,Unhappy,800,TRUE
154,4451,Expensive,800,FALSE
149,6242,Others,900,FALSE
235,16833,Unhappy,900,TRUE
154,11475,Expensive,500,FALSE
